Date,africa,asia,antarctica,atlantic,arctic,australia,europe,indian-ocean,north-america,pacific,south-america
1997-03-24,true,true,true,true,true,false,true,true,true,true,true
1997-09-16,true,true,true,true,true,true,true,true,true,true,true
1998-03-13,true,true,true,true,true,false,true,true,true,true,true
1998-08-8,true,true,true,true,false,false,true,true,true,true,true
1999-01-31,true,true,true,false,true,true,true,true,true,true,false
2000-01-21,true,true,false,true,true,false,true,true,true,true,true
2000-07-16,true,true,true,true,false,true,true,true,true,true,true
2001-01-9,true,true,false,true,true,true,true,true,true,true,true
2001-07-5,true,true,true,true,false,true,true,true,true,true,true
2002-06-24,true,true,true,true,false,true,true,true,false,true,true
2002-11-20,true,true,false,true,true,false,true,true,true,true,true
2003-05-16,true,true,true,true,false,false,true,true,true,true,true
2003-11-9,true,true,true,true,true,false,true,true,true,true,true
2004-05-4,true,true,true,true,false,true,true,true,true,true,true
2004-10-28,true,true,true,true,true,false,true,true,true,true,true
2006-03-14,true,true,true,true,true,true,true,true,true,true,true
2006-09-7,true,true,true,true,true,true,true,true,false,true,true
2007-03-3,true,true,true,true,true,true,true,true,true,true,true
2008-02-21,true,true,true,true,true,false,true,true,true,true,true
2008-08-16,true,true,true,true,false,true,true,true,true,true,true
2009-02-9,true,true,true,true,true,true,true,true,true,true,false
2009-08-6,true,true,true,true,false,true,true,true,true,true,true
2009-12-31,true,true,false,true,true,true,true,true,true,true,true
2010-12-21,true,true,false,true,true,true,true,false,true,true,true
2011-06-15,true,true,true,true,false,true,true,true,false,true,true
2011-12-10,true,true,false,true,true,true,true,true,true,true,false
2012-11-28,true,true,false,true,true,true,true,true,true,true,false
2013-04-25,true,true,true,true,false,true,true,true,false,true,true
2013-05-25,true,false,true,true,false,false,true,true,true,true,true
2013-10-18,true,true,true,true,true,true,true,true,true,true,true
2014-04-15,true,true,true,true,false,true,true,true,true,true,true
2015-09-28,true,true,true,true,true,false,true,true,true,true,true
2016-08-18,true,true,true,true,true,true,true,true,true,true,true
2016-09-16,true,true,true,true,true,true,true,true,false,true,true
2017-02-11,true,true,true,true,true,false,true,true,true,true,true
2017-08-7,true,true,true,true,false,true,true,true,false,true,true
2018-01-31,true,true,true,true,true,true,true,true,true,true,true
2018-07-27,true,true,true,true,false,true,true,true,true,true,true
2019-01-21,true,true,false,true,true,false,true,true,true,true,true
2019-07-16,true,true,true,true,false,true,true,true,true,true,true
1900-12-6,false,true,false,true,true,true,true,true,true,true,true
1904-03-31,false,true,true,true,true,true,false,true,true,true,true
1912-09-26,false,true,true,true,true,true,false,true,true,true,true
1913-03-22,false,true,true,true,true,true,false,true,true,true,true
1915-07-26,false,true,true,true,false,true,false,true,true,true,true
1918-06-24,false,true,true,true,false,true,false,true,true,true,true
1922-03-13,false,true,true,true,true,true,false,true,true,true,true
1923-08-26,false,true,true,true,false,true,false,true,true,true,true
1925-08-4,false,true,true,true,false,true,false,true,true,true,true
1932-03-22,false,true,true,true,true,true,true,true,true,true,true
1933-02-10,false,true,true,false,true,true,true,true,true,true,false
1934-07-26,false,true,true,true,false,true,false,true,true,true,true
1941-03-13,false,true,true,true,true,true,false,true,true,true,true
1944-08-4,false,true,true,true,false,true,false,true,true,true,true
1951-03-23,false,true,true,true,true,true,false,true,true,true,true
1951-09-15,false,true,true,true,true,true,false,true,true,true,true
1955-01-8,false,true,false,true,true,true,true,true,true,true,true
1958-05-3,false,true,true,true,false,true,false,true,true,true,true
1960-09-5,false,true,true,true,true,true,false,true,true,true,true
1962-02-19,false,true,true,true,true,true,true,true,true,true,true
1962-07-17,false,true,true,true,false,true,false,true,true,true,true
1963-12-30,false,true,false,true,true,true,true,true,true,true,true
1966-10-29,false,true,true,true,true,true,true,true,true,true,true
1967-04-24,false,true,true,true,false,true,false,true,true,true,true
1967-10-18,false,true,true,true,true,true,true,true,true,true,true
1968-10-6,false,true,true,true,true,true,true,true,true,true,true
1969-08-27,false,true,true,true,false,true,false,true,true,true,true
1972-01-30,false,true,true,true,true,true,true,true,true,true,true
1973-07-15,false,true,true,true,false,true,false,true,true,true,true
1979-09-6,false,true,true,true,true,true,false,true,true,true,true
1982-12-30,false,true,false,true,true,true,true,true,true,true,true
1988-08-27,false,true,true,true,false,true,false,true,true,true,true
1991-12-21,false,true,false,true,true,true,true,true,true,true,true
1995-04-15,false,true,true,true,false,true,false,true,true,true,true
1998-09-6,false,true,true,true,true,true,false,true,true,true,true
1999-07-28,false,true,true,true,false,true,false,true,true,true,true
2001-12-30,false,true,false,true,true,true,true,true,true,true,true
2002-05-26,false,true,true,true,false,true,false,true,true,true,true
2005-04-24,false,true,true,true,false,true,false,true,true,true,true
2005-10-17,false,true,true,true,true,true,true,true,true,true,true
2007-08-28,false,true,true,true,false,true,false,true,true,true,true
2009-07-7,false,true,true,true,false,true,false,true,true,true,true
2010-06-26,false,true,true,true,false,true,false,true,true,true,true
2012-06-4,false,true,true,true,false,true,false,true,true,true,true
2014-10-8,false,true,true,true,true,true,true,true,true,true,true
2015-04-4,false,true,true,true,true,true,false,true,true,true,true
2016-03-23,false,true,true,true,true,true,false,true,true,true,true
